SYMB,MM/DD/YY,NAV
IBAPR2016,1/1/2017,100
IBMAY2016,1/1/2017,100
IBJUN2016,1/1/2017,100
IBJUL2016,1/1/2017,100
IBAUG2016,1/1/2017,100
IBSEP2016,1/1/2017,100
IBOCT2016,1/1/2017,100
IBNOV2016,1/1/2017,100
IBDEC2016,1/1/2017,100
IBJAN2015,1/1/2017,101.56
IBFEB2015,1/1/2017,101.56
IBMAR2015,1/1/2017,101.52
IBAPR2015,1/1/2017,101.52
IBMAY2015,1/1/2017,100.84
IBJUN2015,1/1/2017,100.8
IBJUL2015,1/1/2017,100.8
IBAUG2015,1/1/2017,100.8
IBSEP2015,1/1/2017,100.76
IBOCT2015,1/1/2017,100.76
IBNOV2015,1/1/2017,100.96
IBDEC2015,1/1/2017,100.92
IBJAN2015,2/1/2017,101.56
IBFEB2015,2/1/2017,101.56
IBMAR2015,2/1/2017,101.56
IBAPR2015,2/1/2017,101.52
IBMAY2015,2/1/2017,100.84
IBJUN2015,2/1/2017,100.84
IBJUL2015,2/1/2017,100.8
IBAUG2015,2/1/2017,100.8
IBSEP2015,2/1/2017,100.8
IBOCT2015,2/1/2017,100.76
IBNOV2015,2/1/2017,100.96
IBDEC2015,2/1/2017,100.96
IBJAN2014,2/1/2017,103.56
IBFEB2014,2/1/2017,103.52
IBMAR2014,2/1/2017,103.52
IBAPR2014,2/1/2017,103.48
IBMAY2014,2/1/2017,102.72
IBJUN2014,2/1/2017,102.72
IBJUL2014,2/1/2017,102.68
IBAUG2014,2/1/2017,102.68
IBSEP2014,2/1/2017,102.64
IBOCT2014,2/1/2017,102.64
IBNOV2014,2/1/2017,101.6
IBDEC2014,2/1/2017,101.6
IBJAN2006,2/1/2017,141.6
IBFEB2006,2/1/2017,141.16
IBMAR2006,2/1/2017,141.04
IBAPR2006,2/1/2017,140.92
IBMAY2006,2/1/2017,143.2
IBJUN2006,2/1/2017,142.72
IBJUL2006,2/1/2017,142.20
IBAUG2006,2/1/2017,141.72
IBSEP2006,2/1/2017,141.56
IBOCT2006,2/1/2017,141.36
IBNOV2006,2/1/2017,141.72
IBDEC2006,2/1/2017,141.24
IBJAN2005,2/1/2017,147.52
IBFEB2005,2/1/2017,147.08
IBMAR2005,2/1/2017,146.96
IBAPR2005,2/1/2017,146.8
IBMAY2005,2/1/2017,148.96
IBJUN2005,2/1/2017,148.44
IBJUL2005,2/1/2017,147.96
IBAUG2005,2/1/2017,147.48
IBSEP2005,2/1/2017,147.32
IBOCT2005,2/1/2017,147.16
IBNOV2005,2/1/2017,142.48
IBDEC2005,2/1/2017,142.04
IBJAN2004,2/1/2017,153.40
IBFEB2004,2/1/2017,152.92
IBMAR2004,2/1/2017,152.76
IBAPR2004,2/1/2017,152.60
IBMAY2004,2/1/2017,151.04
IBJUN2004,2/1/2017,150.56
IBJUL2004,2/1/2017,150.12
IBAUG2004,2/1/2017,149.64
IBSEP2004,2/1/2017,149.48
IBOCT2004,2/1/2017,149.32
IBNOV2004,2/1/2017,148.44
IBDEC2004,2/1/2017,148
IBJAN2003,2/1/2017,170.4
IBFEB2003,2/1/2017,169.80
IBMAR2003,2/1/2017,169.56
IBAPR2003,2/1/2017,169.32
IBMAY2003,2/1/2017,158.12
IBJUN2003,2/1/2017,157.6
IBJUL2003,2/1/2017,157.12
IBAUG2003,2/1/2017,156.60
IBSEP2003,2/1/2017,156.4
IBOCT2003,2/1/2017,156.24
IBNOV2003,2/1/2017,154.4
IBDEC2003,2/1/2017,153.92
IBJAN2001,2/1/2017,242.72
IBFEB2001,2/1/2017,241.48
IBMAR2001,2/1/2017,240.76
IBAPR2001,2/1/2017,240.04
IBMAY2001,2/1/2017,223.6
IBJUN2001,2/1/2017,222.56
IBJUL2001,2/1/2017,221.48
IBAUG2001,2/1/2017,220.44
IBSEP2001,2/1/2017,219.84
IBOCT2001,2/1/2017,219.28
IBNOV2001,2/1/2017,187.72
IBDEC2001,2/1/2017,187.00
IBJAN2000,2/1/2017,260.20
IBFEB2000,2/1/2017,258.88
IBMAR2000,2/1/2017,258.12
IBAPR2000,2/1/2017,257.36
IBMAY2000,2/1/2017,262.32
IBJUN2000,2/1/2017,260.92
IBJUL2000,2/1/2017,259.56
IBAUG2000,2/1/2017,258.20
IBSEP2000,2/1/2017,257.40
IBOCT2000,2/1/2017,256.60
IBNOV2000,2/1/2017,245.2
IBDEC2000,2/1/2017,243.96
IBJAN1999,2/1/2017,269.44
IBFEB1999,2/1/2017,268.08
IBMAR1999,2/1/2017,267.32
IBAPR1999,2/1/2017,266.56
IBMAY1999,2/1/2017,265.32
IBJUN1999,2/1/2017,264
IBJUL1999,2/1/2017,262.68
IBAUG1999,2/1/2017,261.36
IBSEP1999,2/1/2017,260.60
IBOCT1999,2/1/2017,259.88
IBNOV1999,2/1/2017,262.88
IBDEC1999,2/1/2017,261.52
IBJAN2017,2/1/2017,100
IBFEB2017,2/1/2017,100
IBJAN2013,2/1/2017,104.60
IBFEB2013,2/1/2017,104.60
IBMAR2013,2/1/2017,104.60
IBAPR2013,2/1/2017,104.56
IBMAY2013,2/1/2017,103.76
IBJUN2013,2/1/2017,103.76
IBJUL2013,2/1/2017,103.72
IBAUG2013,2/1/2017,103.72
IBSEP2013,2/1/2017,103.72
IBOCT2013,2/1/2017,103.68
IBNOV2013,2/1/2017,103.64
IBDEC2013,2/1/2017,103.6
IBJAN2002,2/1/2017,186.24
IBFEB2002,2/1/2017,185.52
IBMAR2002,2/1/2017,185.16
IBAPR2002,2/1/2017,184.84
IBMAY2002,2/1/2017,183.68
IBJUN2002,2/1/2017,182.96
IBJUL2002,2/1/2017,182.24
IBAUG2002,2/1/2017,181.52
IBSEP2002,2/1/2017,181.2
IBOCT2002,2/1/2017,180.88
IBNOV2002,2/1/2017,171.64
IBDEC2002,2/1/2017,171.04
IBJAN2016,2/1/2017,100.92
IBFEB2016,2/1/2017,100.92
IBMAR2016,2/1/2017,100
IBAPR2016,2/1/2017,100
IBMAY2016,2/1/2017,100
IBJUN2016,2/1/2017,100
IBJUL2016,2/1/2017,100
IBAUG2016,2/1/2017,100
IBSEP2016,2/1/2017,100
IBOCT2016,2/1/2017,100
IBNOV2016,2/1/2017,100
IBDEC2016,2/1/2017,100
IBJAN2012,2/1/2017,107.68
IBFEB2012,2/1/2017,107.44
IBMAR2012,2/1/2017,107.40
IBAPR2012,2/1/2017,107.36
IBMAY2012,2/1/2017,105.80
IBJUN2012,2/1/2017,105.80
IBJUL2012,2/1/2017,105.76
IBAUG2012,2/1/2017,105.76
IBSEP2012,2/1/2017,105.76
IBOCT2012,2/1/2017,105.72
IBNOV2012,2/1/2017,104.64
IBDEC2012,2/1/2017,104.64
IBJAN2011,2/1/2017,110.56
IBFEB2011,2/1/2017,110.32
IBMAR2011,2/1/2017,110.32
IBAPR2011,2/1/2017,110.28
IBMAY2011,2/1/2017,110.72
IBJUN2011,2/1/2017,110.48
IBJUL2011,2/1/2017,110.20
IBAUG2011,2/1/2017,109.96
IBSEP2011,2/1/2017,109.96
IBOCT2011,2/1/2017,109.92
IBNOV2011,2/1/2017,108.16
IBDEC2011,2/1/2017,107.92
IBJAN2010,2/1/2017,115.28
IBFEB2010,2/1/2017,115.00
IBMAR2010,2/1/2017,114.92
IBAPR2010,2/1/2017,114.88
IBMAY2010,2/1/2017,113.36
IBJUN2010,2/1/2017,113.08
IBJUL2010,2/1/2017,112.8
IBAUG2010,2/1/2017,112.52
IBSEP2010,2/1/2017,112.48
IBOCT2010,2/1/2017,112.44
IBNOV2010,2/1/2017,111.08
IBDEC2010,2/1/2017,110.84
IBJAN2009,2/1/2017,121.80
IBFEB2009,2/1/2017,121.44
IBMAR2009,2/1/2017,121.36
IBAPR2009,2/1/2017,121.28
IBMAY2009,2/1/2017,114.44
IBJUN2009,2/1/2017,114.16
IBJUL2009,2/1/2017,113.92
IBAUG2009,2/1/2017,113.64
IBSEP2009,2/1/2017,113.6
IBOCT2009,2/1/2017,113.56
IBNOV2009,2/1/2017,115.88
IBDEC2009,2/1/2017,115.6
IBJAN2008,2/1/2017,132.8
IBFEB2008,2/1/2017,132.36
IBMAR2008,2/1/2017,132.24
IBAPR2008,2/1/2017,132.08
IBMAY2008,2/1/2017,119.32
IBJUN2008,2/1/2017,119.08
IBJUL2008,2/1/2017,118.8
IBAUG2008,2/1/2017,118.52
IBSEP2008,2/1/2017,118.52
IBOCT2008,2/1/2017,118.52
IBNOV2008,2/1/2017,122.48
IBDEC2008,2/1/2017,122.12
IBJAN2007,2/1/2017,140.76
IBFEB2007,2/1/2017,140.28
IBMAR2007,2/1/2017,140.12
IBAPR2007,2/1/2017,139.92
IBMAY2007,2/1/2017,137.24
IBJUN2007,2/1/2017,136.8
IBJUL2007,2/1/2017,136.32
IBAUG2007,2/1/2017,135.88
IBSEP2007,2/1/2017,135.72
IBOCT2007,2/1/2017,135.52
IBNOV2007,2/1/2017,133.68
IBDEC2007,2/1/2017,133.24
IBSEP1998,2/1/2017,277.76
IBOCT1998,2/1/2017,276.96
IBNOV1998,2/1/2017,272.16
IBDEC1998,2/1/2017,270.8
IBJAN2004,3/1/2017,153.92
IBFEB2004,3/1/2017,153.40
IBMAR2004,3/1/2017,152.92
IBAPR2004,3/1/2017,152.76
IBMAY2004,3/1/2017,151.52
IBJUN2004,3/1/2017,151.04
IBJUL2004,3/1/2017,150.56
IBAUG2004,3/1/2017,150.12
IBSEP2004,3/1/2017,149.64
IBOCT2004,3/1/2017,149.48
IBNOV2004,3/1/2017,148.92
IBDEC2004,3/1/2017,148.44
IBJAN2003,3/1/2017,171.04
IBFEB2003,3/1/2017,170.4
IBMAR2003,3/1/2017,169.80
IBAPR2003,3/1/2017,169.56
IBMAY2003,3/1/2017,158.60
IBJUN2003,3/1/2017,158.12
IBJUL2003,3/1/2017,157.6
IBAUG2003,3/1/2017,157.12
IBSEP2003,3/1/2017,156.60
IBOCT2003,3/1/2017,156.4
IBNOV2003,3/1/2017,154.88
IBDEC2003,3/1/2017,154.4
IBJAN2002,3/1/2017,187.00
IBFEB2002,3/1/2017,186.24
IBMAR2002,3/1/2017,185.52
IBAPR2002,3/1/2017,185.16
IBMAY2002,3/1/2017,184.4
IBJUN2002,3/1/2017,183.68
IBJUL2002,3/1/2017,182.96
IBAUG2002,3/1/2017,182.24
IBSEP2002,3/1/2017,181.52
IBOCT2002,3/1/2017,181.2
IBNOV2002,3/1/2017,172.28
IBDEC2002,3/1/2017,171.64
IBJAN2001,3/1/2017,243.96
IBFEB2001,3/1/2017,242.72
IBMAR2001,3/1/2017,241.48
IBAPR2001,3/1/2017,240.76
IBMAY2001,3/1/2017,224.68
IBJUN2001,3/1/2017,223.6
IBJUL2001,3/1/2017,222.56
IBAUG2001,3/1/2017,221.48
IBSEP2001,3/1/2017,220.44
IBOCT2001,3/1/2017,219.84
IBNOV2001,3/1/2017,188.48
IBDEC2001,3/1/2017,187.72
IBJAN2000,3/1/2017,261.52
IBFEB2000,3/1/2017,260.20
IBMAR2000,3/1/2017,258.88
IBAPR2000,3/1/2017,258.12
IBMAY2000,3/1/2017,263.68
IBJUN2000,3/1/2017,262.32
IBJUL2000,3/1/2017,260.92
IBAUG2000,3/1/2017,259.56
IBSEP2000,3/1/2017,258.20
IBOCT2000,3/1/2017,257.40
IBNOV2000,3/1/2017,246.44
IBDEC2000,3/1/2017,245.2
IBJAN1999,3/1/2017,270.8
IBFEB1999,3/1/2017,269.44
IBMAR1999,3/1/2017,268.08
IBAPR1999,3/1/2017,267.32
IBMAY1999,3/1/2017,266.64
IBJUN1999,3/1/2017,265.32
IBJUL1999,3/1/2017,264
IBAUG1999,3/1/2017,262.68
IBSEP1999,3/1/2017,261.36
IBOCT1999,3/1/2017,260.60
IBNOV1999,3/1/2017,264.20
IBDEC1999,3/1/2017,262.88
IBJAN2017,3/1/2017,100
IBFEB2017,3/1/2017,100
IBMAR2017,3/1/2017,100
IBJAN2016,3/1/2017,100.96
IBFEB2016,3/1/2017,100.92
IBMAR2016,3/1/2017,100.92
IBAPR2016,3/1/2017,100
IBMAY2016,3/1/2017,100
IBJUN2016,3/1/2017,100
IBJUL2016,3/1/2017,100
IBAUG2016,3/1/2017,100
IBSEP2016,3/1/2017,100
IBOCT2016,3/1/2017,100
IBNOV2016,3/1/2017,100
IBDEC2016,3/1/2017,100
IBJAN2015,3/1/2017,101.6
IBFEB2015,3/1/2017,101.56
IBMAR2015,3/1/2017,101.56
IBAPR2015,3/1/2017,101.56
IBMAY2015,3/1/2017,101.08
IBJUN2015,3/1/2017,100.84
IBJUL2015,3/1/2017,100.84
IBAUG2015,3/1/2017,100.8
IBSEP2015,3/1/2017,100.8
IBOCT2015,3/1/2017,100.8
IBNOV2015,3/1/2017,101.2
IBDEC2015,3/1/2017,100.96
IBJAN2014,3/1/2017,103.6
IBFEB2014,3/1/2017,103.56
IBMAR2014,3/1/2017,103.52
IBAPR2014,3/1/2017,103.52
IBMAY2014,3/1/2017,102.96
IBJUN2014,3/1/2017,102.72
IBJUL2014,3/1/2017,102.72
IBAUG2014,3/1/2017,102.68
IBSEP2014,3/1/2017,102.68
IBOCT2014,3/1/2017,102.64
IBNOV2014,3/1/2017,101.84
IBDEC2014,3/1/2017,101.6
IBJAN2013,3/1/2017,104.64
IBFEB2013,3/1/2017,104.60
IBMAR2013,3/1/2017,104.60
IBAPR2013,3/1/2017,104.60
IBMAY2013,3/1/2017,104
IBJUN2013,3/1/2017,103.76
IBJUL2013,3/1/2017,103.76
IBAUG2013,3/1/2017,103.72
IBSEP2013,3/1/2017,103.72
IBOCT2013,3/1/2017,103.72
IBNOV2013,3/1/2017,103.88
IBDEC2013,3/1/2017,103.64
IBJAN2012,3/1/2017,107.92
IBFEB2012,3/1/2017,107.68
IBMAR2012,3/1/2017,107.44
IBAPR2012,3/1/2017,107.40
IBMAY2012,3/1/2017,106.04
IBJUN2012,3/1/2017,105.80
IBJUL2012,3/1/2017,105.80
IBAUG2012,3/1/2017,105.76
IBSEP2012,3/1/2017,105.76
IBOCT2012,3/1/2017,105.76
IBNOV2012,3/1/2017,104.88
IBDEC2012,3/1/2017,104.64
IBJAN2011,3/1/2017,110.84
IBFEB2011,3/1/2017,110.56
IBMAR2011,3/1/2017,110.32
IBAPR2011,3/1/2017,110.32
IBMAY2011,3/1/2017,110.96
IBJUN2011,3/1/2017,110.72
IBJUL2011,3/1/2017,110.48
IBAUG2011,3/1/2017,110.20
IBSEP2011,3/1/2017,109.96
IBOCT2011,3/1/2017,109.96
IBNOV2011,3/1/2017,108.44
IBDEC2011,3/1/2017,108.16
IBJAN2010,3/1/2017,115.6
IBFEB2010,3/1/2017,115.28
IBMAR2010,3/1/2017,115.00
IBAPR2010,3/1/2017,114.92
IBMAY2010,3/1/2017,113.64
IBJUN2010,3/1/2017,113.36
IBJUL2010,3/1/2017,113.08
IBAUG2010,3/1/2017,112.8
IBSEP2010,3/1/2017,112.52
IBOCT2010,3/1/2017,112.48
IBNOV2010,3/1/2017,111.32
IBDEC2010,3/1/2017,111.08
IBJAN2006,3/1/2017,142.04
IBFEB2006,3/1/2017,141.6
IBMAR2006,3/1/2017,141.16
IBAPR2006,3/1/2017,141.04
IBMAY2006,3/1/2017,143.68
IBJUN2006,3/1/2017,143.2
IBJUL2006,3/1/2017,142.72
IBAUG2006,3/1/2017,142.20
IBSEP2006,3/1/2017,141.72
IBOCT2006,3/1/2017,141.56
IBNOV2006,3/1/2017,142.24
IBDEC2006,3/1/2017,141.72
IBJAN2005,3/1/2017,148
IBFEB2005,3/1/2017,147.52
IBMAR2005,3/1/2017,147.08
IBAPR2005,3/1/2017,146.96
IBMAY2005,3/1/2017,149.44
IBJUN2005,3/1/2017,148.96
IBJUL2005,3/1/2017,148.44
IBAUG2005,3/1/2017,147.96
IBSEP2005,3/1/2017,147.48
IBOCT2005,3/1/2017,147.32
IBNOV2005,3/1/2017,142.92
IBDEC2005,3/1/2017,142.48
IBJAN2009,3/1/2017,122.12
IBFEB2009,3/1/2017,121.80
IBMAR2009,3/1/2017,121.44
IBAPR2009,3/1/2017,121.36
IBMAY2009,3/1/2017,114.72
IBJUN2009,3/1/2017,114.44
IBJUL2009,3/1/2017,114.16
IBAUG2009,3/1/2017,113.92
IBSEP2009,3/1/2017,113.64
IBOCT2009,3/1/2017,113.6
IBNOV2009,3/1/2017,116.16
IBDEC2009,3/1/2017,115.88
IBJAN2008,3/1/2017,133.24
IBFEB2008,3/1/2017,132.8
IBMAR2008,3/1/2017,132.36
IBAPR2008,3/1/2017,132.24
IBMAY2008,3/1/2017,119.6
IBJUN2008,3/1/2017,119.32
IBJUL2008,3/1/2017,119.08
IBAUG2008,3/1/2017,118.8
IBSEP2008,3/1/2017,118.52
IBOCT2008,3/1/2017,118.52
IBNOV2008,3/1/2017,122.84
IBDEC2008,3/1/2017,122.48
IBJAN2007,3/1/2017,141.24
IBFEB2007,3/1/2017,140.76
IBMAR2007,3/1/2017,140.28
IBAPR2007,3/1/2017,140.12
IBMAY2007,3/1/2017,137.72
IBJUN2007,3/1/2017,137.24
IBJUL2007,3/1/2017,136.8
IBAUG2007,3/1/2017,136.32
IBSEP2007,3/1/2017,135.88
IBOCT2007,3/1/2017,135.72
IBNOV2007,3/1/2017,134.12
IBDEC2007,3/1/2017,133.68
IBSEP1998,3/1/2017,278.60
IBOCT1998,3/1/2017,277.76
IBNOV1998,3/1/2017,273.52
IBDEC1998,3/1/2017,272.16
IBJAN2015,4/1/2017,101.6
IBFEB2015,4/1/2017,101.6
IBMAR2015,4/1/2017,101.56
IBAPR2015,4/1/2017,101.56
IBMAY2015,4/1/2017,101.32
IBJUN2015,4/1/2017,101.08
IBJUL2015,4/1/2017,100.84
IBAUG2015,4/1/2017,100.84
IBSEP2015,4/1/2017,100.8
IBOCT2015,4/1/2017,100.8
IBNOV2015,4/1/2017,101.44
IBDEC2015,4/1/2017,101.2
IBJAN2014,4/1/2017,103.64
IBFEB2014,4/1/2017,103.6
IBMAR2014,4/1/2017,103.56
IBAPR2014,4/1/2017,103.52
IBMAY2014,4/1/2017,103.2
IBJUN2014,4/1/2017,102.96
IBJUL2014,4/1/2017,102.72
IBAUG2014,4/1/2017,102.72
IBSEP2014,4/1/2017,102.68
IBOCT2014,4/1/2017,102.68
IBNOV2014,4/1/2017,102.08
IBDEC2014,4/1/2017,101.84
IBJAN2013,4/1/2017,104.64
IBFEB2013,4/1/2017,104.64
IBMAR2013,4/1/2017,104.60
IBAPR2013,4/1/2017,104.60
IBMAY2013,4/1/2017,104.24
IBJUN2013,4/1/2017,104
IBJUL2013,4/1/2017,103.76
IBAUG2013,4/1/2017,103.76
IBSEP2013,4/1/2017,103.72
IBOCT2013,4/1/2017,103.72
IBNOV2013,4/1/2017,104.16
IBDEC2013,4/1/2017,103.88
IBJAN2012,4/1/2017,108.16
IBFEB2012,4/1/2017,107.92
IBMAR2012,4/1/2017,107.68
IBAPR2012,4/1/2017,107.44
IBMAY2012,4/1/2017,106.28
IBJUN2012,4/1/2017,106.04
IBJUL2012,4/1/2017,105.80
IBAUG2012,4/1/2017,105.80
IBSEP2012,4/1/2017,105.76
IBOCT2012,4/1/2017,105.76
IBNOV2012,4/1/2017,105.12
IBDEC2012,4/1/2017,104.88
IBJAN2011,4/1/2017,111.08
IBFEB2011,4/1/2017,110.84
IBMAR2011,4/1/2017,110.56
IBAPR2011,4/1/2017,110.32
IBMAY2011,4/1/2017,111.24
IBJUN2011,4/1/2017,110.96
IBJUL2011,4/1/2017,110.72
IBAUG2011,4/1/2017,110.48
IBSEP2011,4/1/2017,110.20
IBOCT2011,4/1/2017,109.96
IBNOV2011,4/1/2017,108.68
IBDEC2011,4/1/2017,108.44
IBJAN2010,4/1/2017,115.88
IBFEB2010,4/1/2017,115.6
IBMAR2010,4/1/2017,115.28
IBAPR2010,4/1/2017,115.00
IBMAY2010,4/1/2017,113.92
IBJUN2010,4/1/2017,113.64
IBJUL2010,4/1/2017,113.36
IBAUG2010,4/1/2017,113.08
IBSEP2010,4/1/2017,112.8
IBOCT2010,4/1/2017,112.52
IBNOV2010,4/1/2017,111.6
IBDEC2010,4/1/2017,111.32
IBJAN2009,4/1/2017,122.48
IBFEB2009,4/1/2017,122.12
IBMAR2009,4/1/2017,121.80
IBAPR2009,4/1/2017,121.44
IBMAY2009,4/1/2017,115.00
IBJUN2009,4/1/2017,114.72
IBJUL2009,4/1/2017,114.44
IBAUG2009,4/1/2017,114.16
IBSEP2009,4/1/2017,113.92
IBOCT2009,4/1/2017,113.64
IBNOV2009,4/1/2017,116.48
IBDEC2009,4/1/2017,116.16
IBJAN2008,4/1/2017,133.68
IBFEB2008,4/1/2017,133.24
IBMAR2008,4/1/2017,132.8
IBAPR2008,4/1/2017,132.36
IBMAY2008,4/1/2017,119.88
IBJUN2008,4/1/2017,119.6
IBJUL2008,4/1/2017,119.32
IBAUG2008,4/1/2017,119.08
IBSEP2008,4/1/2017,118.8
IBOCT2008,4/1/2017,118.52
IBNOV2008,4/1/2017,123.2
IBDEC2008,4/1/2017,122.84
IBJAN2007,4/1/2017,141.72
IBFEB2007,4/1/2017,141.24
IBMAR2007,4/1/2017,140.76
IBAPR2007,4/1/2017,140.28
IBMAY2007,4/1/2017,138.20
IBJUN2007,4/1/2017,137.72
IBJUL2007,4/1/2017,137.24
IBAUG2007,4/1/2017,136.8
IBSEP2007,4/1/2017,136.32
IBOCT2007,4/1/2017,135.88
IBNOV2007,4/1/2017,134.56
IBDEC2007,4/1/2017,134.12
IBJAN2006,4/1/2017,142.48
IBFEB2006,4/1/2017,142.04
IBMAR2006,4/1/2017,141.6
IBAPR2006,4/1/2017,141.16
IBMAY2006,4/1/2017,144.20
IBJUN2006,4/1/2017,143.68
IBJUL2006,4/1/2017,143.2
IBAUG2006,4/1/2017,142.72
IBSEP2006,4/1/2017,142.20
IBOCT2006,4/1/2017,141.72
IBNOV2006,4/1/2017,142.72
IBDEC2006,4/1/2017,142.24
IBJAN2005,4/1/2017,148.44
IBFEB2005,4/1/2017,148
IBMAR2005,4/1/2017,147.52
IBAPR2005,4/1/2017,147.08
IBMAY2005,4/1/2017,149.92
IBJUN2005,4/1/2017,149.44
IBJUL2005,4/1/2017,148.96
IBAUG2005,4/1/2017,148.44
IBSEP2005,4/1/2017,147.96
IBOCT2005,4/1/2017,147.48
IBNOV2005,4/1/2017,143.36
IBDEC2005,4/1/2017,142.92
IBJAN2004,4/1/2017,154.4
IBFEB2004,4/1/2017,153.92
IBMAR2004,4/1/2017,153.40
IBAPR2004,4/1/2017,152.92
IBMAY2004,4/1/2017,152
IBJUN2004,4/1/2017,151.52
IBJUL2004,4/1/2017,151.04
IBAUG2004,4/1/2017,150.56
IBSEP2004,4/1/2017,150.12
IBOCT2004,4/1/2017,149.64
IBNOV2004,4/1/2017,149.40
IBDEC2004,4/1/2017,148.92
IBJAN2003,4/1/2017,171.64
IBFEB2003,4/1/2017,171.04
IBMAR2003,4/1/2017,170.4
IBAPR2003,4/1/2017,169.80
IBMAY2003,4/1/2017,159.12
IBJUN2003,4/1/2017,158.60
IBJUL2003,4/1/2017,158.12
IBAUG2003,4/1/2017,157.6
IBSEP2003,4/1/2017,157.12
IBOCT2003,4/1/2017,156.60
IBNOV2003,4/1/2017,155.40
IBDEC2003,4/1/2017,154.88
IBJAN2002,4/1/2017,187.72
IBFEB2002,4/1/2017,187.00
IBMAR2002,4/1/2017,186.24
IBAPR2002,4/1/2017,185.52
IBMAY2002,4/1/2017,185.12
IBJUN2002,4/1/2017,184.4
IBJUL2002,4/1/2017,183.68
IBAUG2002,4/1/2017,182.96
IBSEP2002,4/1/2017,182.24
IBOCT2002,4/1/2017,181.52
IBNOV2002,4/1/2017,172.88
IBDEC2002,4/1/2017,172.28
IBJAN2001,4/1/2017,245.2
IBFEB2001,4/1/2017,243.96
IBMAR2001,4/1/2017,242.72
IBAPR2001,4/1/2017,241.48
IBMAY2001,4/1/2017,225.76
IBJUN2001,4/1/2017,224.68
IBJUL2001,4/1/2017,223.6
IBAUG2001,4/1/2017,222.56
IBSEP2001,4/1/2017,221.48
IBOCT2001,4/1/2017,220.44
IBNOV2001,4/1/2017,189.2
IBDEC2001,4/1/2017,188.48
IBJAN2000,4/1/2017,262.88
IBFEB2000,4/1/2017,261.52
IBMAR2000,4/1/2017,260.20
IBAPR2000,4/1/2017,258.88
IBMAY2000,4/1/2017,265.08
IBJUN2000,4/1/2017,263.68
IBJUL2000,4/1/2017,262.32
IBAUG2000,4/1/2017,260.92
IBSEP2000,4/1/2017,259.56
IBOCT2000,4/1/2017,258.20
IBNOV2000,4/1/2017,247.72
IBDEC2000,4/1/2017,246.44
IBJAN1999,4/1/2017,272.16
IBFEB1999,4/1/2017,270.8
IBMAR1999,4/1/2017,269.44
IBAPR1999,4/1/2017,268.08
IBMAY1999,4/1/2017,268
IBJUN1999,4/1/2017,266.64
IBJUL1999,4/1/2017,265.32
IBAUG1999,4/1/2017,264
IBSEP1999,4/1/2017,262.68
IBOCT1999,4/1/2017,261.36
IBNOV1999,4/1/2017,265.56
IBDEC1999,4/1/2017,264.20
IBSEP1998,4/1/2017,280.04
IBOCT1998,4/1/2017,278.60
IBNOV1998,4/1/2017,274.88
IBDEC1998,4/1/2017,273.52
IBJAN2016,4/1/2017,100.96
IBFEB2016,4/1/2017,100.96
IBMAR2016,4/1/2017,100.92
IBAPR2016,4/1/2017,100.92
IBMAY2016,4/1/2017,100
IBJUN2016,4/1/2017,100
IBJUL2016,4/1/2017,100
IBAUG2016,4/1/2017,100
IBSEP2016,4/1/2017,100
IBOCT2016,4/1/2017,100
IBNOV2016,4/1/2017,100
IBDEC2016,4/1/2017,100
IBJAN2017,4/1/2017,100
IBFEB2017,4/1/2017,100
IBMAR2017,4/1/2017,100
IBAPR2017,4/1/2017,100
IBJAN2015,5/1/2017,101.84
IBFEB2015,5/1/2017,101.6
IBMAR2015,5/1/2017,101.6
IBAPR2015,5/1/2017,101.56
IBMAY2015,5/1/2017,101.52
IBJUN2015,5/1/2017,101.32
IBJUL2015,5/1/2017,101.08
IBAUG2015,5/1/2017,100.84
IBSEP2015,5/1/2017,100.84
IBOCT2015,5/1/2017,100.8
IBNOV2015,5/1/2017,101.68
IBDEC2015,5/1/2017,101.44
IBJAN2014,5/1/2017,103.88
IBFEB2014,5/1/2017,103.64
IBMAR2014,5/1/2017,103.6
IBAPR2014,5/1/2017,103.56
IBMAY2014,5/1/2017,103.44
IBJUN2014,5/1/2017,103.2
IBJUL2014,5/1/2017,102.96
IBAUG2014,5/1/2017,102.72
IBSEP2014,5/1/2017,102.72
IBOCT2014,5/1/2017,102.68
IBNOV2014,5/1/2017,102.28
IBDEC2014,5/1/2017,102.08
IBJAN2013,5/1/2017,104.88
IBFEB2013,5/1/2017,104.64
IBMAR2013,5/1/2017,104.64
IBAPR2013,5/1/2017,104.60
IBMAY2013,5/1/2017,104.48
IBJUN2013,5/1/2017,104.24
IBJUL2013,5/1/2017,104
IBAUG2013,5/1/2017,103.76
IBSEP2013,5/1/2017,103.76
IBOCT2013,5/1/2017,103.72
IBNOV2013,5/1/2017,104.4
IBDEC2013,5/1/2017,104.16
IBJAN2012,5/1/2017,108.44
IBFEB2012,5/1/2017,108.16
IBMAR2012,5/1/2017,107.92
IBAPR2012,5/1/2017,107.68
IBMAY2012,5/1/2017,107.28
IBJUN2012,5/1/2017,106.28
IBJUL2012,5/1/2017,106.04
IBAUG2012,5/1/2017,105.80
IBSEP2012,5/1/2017,105.80
IBOCT2012,5/1/2017,105.76
IBNOV2012,5/1/2017,105.36
IBDEC2012,5/1/2017,105.12
IBJAN2011,5/1/2017,111.32
IBFEB2011,5/1/2017,111.08
IBMAR2011,5/1/2017,110.84
